Id,Label,occ_field,weighted_avg_income,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,eigencentrality
8300,Laundry and Dry-Cleaning Workers,Production,23111.91833,77,74,151,400266.43,276823.04,677089.47,3,0.539474,0.579084,380.040014,0.05184,0.050996,0.002881,0,0,9,183,0.341842
8630,"Plant and System Operators, nec",Production,61449.443012,45,36,81,136560.12,113917.94,250478.06,3,0.507883,0.531781,83.393333,0.029009,0.02297,0.00179,0,0,9,172,0.208461
8710,Cutting Workers,Production,31847.217587,68,72,140,279340.97,264387.33,543728.3,3,0.533097,0.57391,470.532125,0.04597,0.04371,0.002628,0,0,9,195,0.309544
8810,Painting Workers and Dyers,Production,35335.680651,87,93,180,590438.41,474367.96,1064806.37,3,0.55202,0.600148,509.157335,0.057328,0.05962,0.003156,0,0,9,96,0.386016
8830,Photographic Process Workers and Processing Machine Operators,Production,47388.940143,32,35,67,88453.49,98530.96,186984.45,3,0.509029,0.531781,28.952968,0.028663,0.027348,0.001274,0,0,9,173,0.188783
8920,"Molders, Shapers, and Casters, Except Metal and Plastic",Production,26973.782907,45,45,90,181325.79,109581.47,290907.26,3,0.51484,0.542868,99.976011,0.034959,0.028063,0.00167,0,0,9,145,0.226551
8950,Helpers--Production Workers,Production,24686.617353,52,27,79,301174.96,131815.63,432990.59,3,0.504474,0.522912,23.295536,0.043941,0.024179,0.001773,0,0,9,5,0.278033
9240,Railroad Conductors and Yardmasters,Transportation and Material Moving,65524.784978,40,30,70,199592.16,94475.59,294067.75,3,0.501669,0.523282,52.541253,0.031422,0.022308,0.001617,0,0,9,90,0.204187
9420,"Transportation workers, nec",Transportation and Material Moving,47441.083374,28,19,47,124297.24,72252.77,196550.01,3,0.493976,0.509978,14.046774,0.027238,0.015872,0.001161,0,0,9,90,0.177141
9610,Cleaners of Vehicles and Equipment,Transportation and Material Moving,23055.112549,134,134,268,1778954.32,1001962.23,2780916.55,3,0.585714,0.64782,1383.526132,0.086181,0.086593,0.005009,0,0,9,196,0.606527
320,Funeral Directors,"Management in Business, Science, and Arts",62846.103083,13,9,22,60142.04,21050.22,81192.26,3,0.454637,0.473392,3.485553,0.010527,0.007547,0.000725,0,0,0,176,0.062789
2910,Photographers,"Arts, Design, Entertainment, Sports, and Media",31679.613536,65,43,108,350818.8,211413.31,562232.11,3,0.511918,0.539542,177.614573,0.047387,0.03115,0.002588,0,0,5,117,0.32276
3900,Animal Control,Protective Service,35859.462057,9,8,17,42700.68,23048.15,65748.83,3,0.451451,0.470067,1.725925,0.010121,0.006261,0.000603,0,0,9,69,0.071365
5420,"Information and Record Clerks, All Other",Office and Administrative Support,43458.500589,55,43,98,207052.21,131525.35,338577.56,3,0.51484,0.54139,134.050318,0.041967,0.029722,0.002133,0,0,9,191,0.280583
6360,Glaziers,Construction,36654.599286,33,31,64,168881.22,109139.97,278021.19,3,0.499446,0.522542,82.184868,0.025547,0.020894,0.001294,0,0,7,137,0.156361
6420,"Painters, Construction and Maintenance",Construction,23176.250079,116,136,252,1812024.06,1502809.55,3314833.61,3,0.586476,0.649667,1253.903726,0.078084,0.089695,0.004022,0,0,7,71,0.526895
6460,Plasterers and Stucco Masons,Construction,25586.159182,30,23,53,419154.87,129517.87,548672.74,3,0.482869,0.505174,16.65952,0.025606,0.015184,0.001154,0,0,9,12,0.159648
7120,Electronic Home Entertainment Equipment Installers and Repairers,"Installation, Maintenance, and Repair",40046.558431,47,32,79,164653.02,149233.46,313886.48,3,0.507883,0.528825,39.536404,0.039398,0.024286,0.001745,0,0,6,181,0.264816
7800,Bakers,Production,26353.910755,82,79,161,421674.8,389058.2,810733,3,0.542067,0.584257,516.52072,0.054536,0.051651,0.003054,0,0,9,157,0.368846
8010,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,34464.668568,30,24,54,71442.72,75789.02,147231.74,3,0.482353,0.505543,22.468974,0.022325,0.016584,0.001219,0,0,9,195,0.14372
330,Gaming Managers,"Management in Business, Science, and Arts",48962.989851,9,8,17,39670.99,23093.49,62764.48,3,0.44043,0.460828,1.562439,0.007419,0.005525,0.000609,0,0,0,117,0.03919
360,Natural Science Managers,"Management in Business, Science, and Arts",120694.418341,9,7,16,46970.14,23011.09,69981.23,3,0.437864,0.457871,4.518656,0.006027,0.003731,0.000663,0,0,0,121,0.041616
1650,"Medical Scientists, and Life Scientists, All Other","Life, Physical, and Social Science",96179.430556,38,29,67,197971.81,180360.84,378332.65,3,0.500555,0.521803,174.675091,0.019794,0.016137,0.002226,0,0,2,23,0.146156
1820,Psychologists,"Life, Physical, and Social Science",64773.227625,29,24,53,130049.84,99695.98,229745.82,3,0.481838,0.505174,54.922988,0.019856,0.012611,0.001393,0,0,5,75,0.125687
2430,Librarians,"Education, Training, and Library",46664.442418,19,27,46,98749.77,121381.64,220131.41,3,0.476241,0.503326,32.688536,0.014275,0.014725,0.001012,0,0,2,148,0.089177
3410,Health Diagnosing and Treating Practitioner Support Technicians,Healthcare Practitioners and Technicians,39178.721026,48,53,101,408272.45,343281.78,751554.23,3,0.52381,0.554324,494.844688,0.033518,0.035843,0.002183,0,0,8,136,0.21632
4950,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sales and Related,20731.519015,74,67,141,470145.41,314133.93,784279.34,3,0.534994,0.571323,195.065432,0.060381,0.049457,0.002562,0,0,1,105,0.400309
5330,Loan Interviewers and Clerks,Office and Administrative Support,41628.942588,64,74,138,289067.25,268250.1,557317.35,3,0.539474,0.579084,258.779777,0.046734,0.05156,0.002404,0,0,9,87,0.315586
5820,Word Processors and Typists,Office and Administrative Support,31566.168668,28,17,45,108202.52,35131.85,143334.37,3,0.474238,0.494457,39.475101,0.023277,0.011303,0.0013,0,0,9,85,0.146127
7160,Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair",32802.298816,32,23,55,96306.35,53063.22,149369.57,3,0.489154,0.509608,31.033948,0.02332,0.016134,0.001341,0,0,6,146,0.155119
7510,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair",32582.210146,42,34,76,192260.58,108078.98,300339.56,3,0.5,0.525129,28.222235,0.033958,0.024223,0.001532,0,0,6,120,0.212303
1320,Aerospace Engineers,Architecture and Engineering,96291.117122,26,27,53,308401.22,219409.93,527811.15,3,0.494518,0.51626,60.706464,0.014564,0.015849,0.001338,0,0,2,155,0.101884
1350,Chemical Engineers,Architecture and Engineering,97730.033348,26,20,46,190105.34,131008.46,321113.8,3,0.475237,0.497413,36.277465,0.017995,0.011501,0.001287,0,0,2,155,0.120816
8610,Stationary Engineers and Boiler Operators,Production,58139.976958,60,59,119,273872.09,223862.47,497734.56,3,0.519585,0.556171,217.072686,0.039124,0.034805,0.002265,0,0,9,179,0.259207
1640,Conservation Scientists and Foresters,"Life, Physical, and Social Science",52949.889717,21,21,42,52642.31,42249.53,94891.84,3,0.466874,0.49187,72.88343,0.013812,0.010531,0.001123,0,0,2,121,0.085417
2800,Announcers,"Arts, Design, Entertainment, Sports, and Media",45190.977896,41,31,72,228086.38,152811.29,380897.67,3,0.502227,0.52439,30.816449,0.033305,0.023416,0.001663,0,0,5,9,0.220981
2860,"Media and Communication Workers, nec","Arts, Design, Entertainment, Sports, and Media",37017.683617,19,26,45,118038.88,90807.55,208846.43,3,0.477754,0.503695,40.002307,0.015136,0.014713,0.000981,0,0,5,118,0.094007
3130,Registered Nurses,Healthcare Practitioners and Technicians,75549.986228,53,40,93,576923.76,332143.79,909067.55,3,0.49506,0.526238,1618.664442,0.035994,0.020197,0.002708,0,0,2,154,0.235189
3320,Diagnostic Related Technologists and Technicians,Healthcare Practitioners and Technicians,67581.790049,33,26,59,266692.02,306674.63,573366.65,3,0.483906,0.50813,193.483792,0.023012,0.013933,0.001782,0,0,8,72,0.140972
3710,First-Line Supervisors of Police and Detectives,Protective Service,77058.066861,17,30,47,183138.73,192238.05,375376.78,3,0.499446,0.521803,25.194534,0.014916,0.022522,0.000793,0,0,3,89,0.087391
3750,Fire Inspectors,Protective Service,64878.240349,14,11,25,65055.43,57608.33,122663.76,3,0.455096,0.47524,7.779977,0.014493,0.007405,0.000719,0,0,3,182,0.086378
4350,Nonfarm Animal Caretakers,Personal Care and Service,18433.677494,47,40,87,295637.01,206161.14,501798.15,3,0.509605,0.535846,81.697059,0.036809,0.029312,0.001818,0,0,9,86,0.233197
4510,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,27127.282987,38,20,58,289014.22,193818.19,482832.41,3,0.447865,0.475979,33.123868,0.024097,0.00949,0.001626,0,0,9,53,0.157202
4520,"Personal Appearance Workers, nec",Personal Care and Service,19597.413529,33,22,55,218532.46,120694.97,339227.43,3,0.471757,0.496305,40.425321,0.023922,0.012033,0.001485,0,0,9,55,0.146943
4650,"Personal Care and Service Workers, All Other",Personal Care and Service,21855.8236,61,52,113,301001.29,268273.11,569274.4,3,0.525029,0.554324,164.489599,0.04484,0.037952,0.002331,0,0,9,143,0.292971
5020,Telephone Operators,Office and Administrative Support,34354.565169,17,20,37,55306.12,61041.34,116347.46,3,0.479277,0.50037,12.743875,0.014353,0.014614,0.000906,0,0,9,112,0.089376
5100,Bill and Account Collectors,Office and Administrative Support,36147.681413,66,70,136,285883.98,263950.99,549834.97,3,0.536905,0.574649,353.498134,0.047508,0.044759,0.002466,0,0,9,79,0.323189
5140,Payroll and Timekeeping Clerks,Office and Administrative Support,39418.48355,27,14,41,66496.99,59806.97,126303.96,3,0.474737,0.492609,13.756189,0.020768,0.010268,0.001187,0,0,9,79,0.128168
5630,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Office and Administrative Support,37509.755774,32,26,58,146821.98,107866.51,254688.49,3,0.498343,0.518108,23.556757,0.032398,0.021024,0.001264,0,0,9,115,0.202081
5850,"Mail Clerks and Mail Machine Operators, Except Postal Service",Office and Administrative Support,27726.631386,43,47,90,248627.4,205682.55,454309.95,3,0.520185,0.547672,77.049784,0.034993,0.034179,0.001676,0,0,9,126,0.227309
6240,"Carpet, Floor, and Tile Installers and Finishers",Construction,23560.123873,63,53,116,791687.48,511117.22,1302804.7,3,0.525029,0.555063,95.962131,0.053661,0.041074,0.002157,0,0,9,97,0.34763
6400,Insulation Workers,Construction,35606.845593,45,38,83,284475.48,226688.37,511163.85,3,0.505039,0.531412,66.933696,0.036364,0.027526,0.001601,0,0,7,99,0.223447
6520,"Sheet Metal Workers, metal-working",Construction,41852.210162,67,69,136,480248.19,392347.18,872595.37,3,0.53184,0.570953,248.807833,0.052423,0.047824,0.002402,0,0,7,108,0.347897
6600,"Helpers, Construction Trades",Construction,23293.765853,83,71,154,496894.25,317474.78,814369.03,3,0.538186,0.576127,371.072746,0.061337,0.050307,0.002924,0,0,7,14,0.406052
8000,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,34426.492202,63,47,110,242383.16,221206.33,463589.49,3,0.517202,0.545824,166.221632,0.043267,0.034849,0.002369,0,0,9,167,0.290367
8100,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",Production,37686.830116,56,48,104,198868.27,152157.15,351025.42,3,0.516609,0.546194,146.000125,0.040268,0.034111,0.002156,0,0,9,174,0.268793
8450,Upholsterers,Production,23142.400019,33,37,70,142822.59,118661.37,261483.96,3,0.505605,0.531042,44.428535,0.023193,0.022659,0.001309,0,0,9,163,0.14114
9050,Flight Attendants and Transportation Workers and Attendants,Transportation and Material Moving,50018.85374,37,32,69,128544.7,135434.17,263978.87,3,0.496696,0.521434,83.037698,0.02879,0.019632,0.001559,0,0,2,74,0.182062
9230,"Railroad Brake, Signal, and Switch Operators",Transportation and Material Moving,50681.974501,12,3,15,22094.53,6207.93,28302.46,3,0.415285,0.43422,10.050752,0.011146,0.002232,0.000678,0,0,9,90,0.062223
9650,Pumping Station Operators,Transportation and Material Moving,35138.506095,48,54,102,224729.12,166358.33,391087.45,3,0.522596,0.554324,159.02652,0.040738,0.038504,0.001748,0,0,9,81,0.255995
4400,Gaming Services Workers,Personal Care and Service,32489.114396,35,32,67,200783.16,225109.93,425893.09,3,0.502787,0.525499,71.508484,0.025023,0.018969,0.001556,0,0,9,53,0.163724
2300,Preschool and Kindergarten Teachers,"Education, Training, and Library",35415.364789,19,13,32,79082.68,47577.92,126660.6,3,0.472746,0.490392,4.985925,0.015979,0.010514,0.000921,0,0,2,48,0.100779
3220,Respiratory Therapists,Healthcare Practitioners and Technicians,62667.74329,14,16,30,124800.84,100770.99,225571.83,3,0.474737,0.494087,138.605025,0.005697,0.008097,0.001254,0,0,2,154,0.031889
3640,Dental Assistants,Healthcare Support,31348.813783,15,7,22,71556.67,48872.4,120429.07,3,0.401603,0.423503,6.684314,0.014498,0.003516,0.000842,0,0,8,159,0.08959
2400,"Archivists, Curators, and Museum Technicians","Education, Training, and Library",62888.082064,16,20,36,39520.98,80484.41,120005.39,3,0.466874,0.491131,36.199467,0.012189,0.010865,0.00087,0,0,2,148,0.076258
5250,"Eligibility Interviewers, Government Programs",Office and Administrative Support,53676.457646,21,18,39,64560.59,60851.76,125412.35,3,0.452811,0.478566,18.229333,0.011662,0.011544,0.001066,0,0,9,77,0.08143
7830,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production,30753.404204,15,15,30,38529.24,31302.42,69831.66,3,0.466874,0.487435,8.882229,0.012771,0.009414,0.000772,0,0,9,110,0.075866
3540,"Healthcare Practitioners and Technical Occupations, nec",Healthcare Practitioners and Technicians,61506.811408,45,34,79,223904.02,180985.71,404889.73,3,0.506742,0.529564,224.888748,0.030008,0.020259,0.002387,0,0,8,123,0.200053
6820,"Earth Drillers, Except Oil and Gas",Extraction,55995.081715,29,29,58,112194.67,115055.92,227250.59,3,0.501669,0.522542,31.804993,0.024033,0.022111,0.001176,0,0,7,27,0.147283
9200,Locomotive Engineers and Operators,Transportation and Material Moving,73360.635311,28,22,50,167388.29,73553.46,240941.75,3,0.481838,0.503695,34.120227,0.019056,0.015037,0.001272,0,0,9,176,0.124406
1240,"Mathematical science occupations, nec",Computer and Mathematical,94321.866243,21,25,46,106050.56,110191.01,216241.57,3,0.465909,0.494087,83.01075,0.014483,0.011895,0.00113,0,0,2,25,0.095605
1400,Computer Hardware Engineers,Architecture and Engineering,108133.512218,29,31,60,246928.67,138209.63,385138.3,3,0.490217,0.51626,47.020647,0.018329,0.01943,0.001424,0,0,2,114,0.12514
1420,Environmental Engineers,Architecture and Engineering,80907.807711,21,16,37,91981.41,62030.91,154012.32,3,0.443898,0.469697,25.812649,0.012581,0.008339,0.001081,0,0,2,155,0.078009
1560,Surveying and Mapping Technicians,Technicians,46189.430068,53,32,85,258341.84,197415.6,455757.44,3,0.509029,0.529564,69.187087,0.044499,0.025744,0.001916,0,0,2,75,0.287506
1930,"Geological and Petroleum Technicians, and Nuclear Technicians","Life, Physical, and Social Science",64588.032622,15,9,24,45418.9,35548.74,80967.64,3,0.434071,0.456024,8.059623,0.01293,0.005294,0.000849,0,0,2,47,0.076644
2440,Library Technicians,"Education, Training, and Library",30366.806359,11,8,19,51675.17,26493.69,78168.86,3,0.451904,0.470436,3.594836,0.010958,0.005582,0.000657,0,0,2,148,0.063071
3300,Clinical Laboratory Technologists and Technicians,Healthcare Practitioners and Technicians,49687.603311,51,42,93,347403.32,316348.02,663751.34,3,0.511918,0.538803,464.558357,0.033525,0.027237,0.002621,0,0,8,39,0.224064
3400,Emergency Medical Technicians and Paramedics,Healthcare Practitioners and Technicians,53262.71629,50,38,88,395191.28,369360.29,764551.57,3,0.507883,0.533259,349.762205,0.03555,0.024251,0.002231,0,0,8,27,0.233529
3720,First-Line Supervisors of Fire Fighting and Prevention Workers,Protective Service,84457.908869,9,19,28,86248.86,160346.27,246595.13,3,0.481323,0.501109,12.861873,0.007085,0.01266,0.000602,0,0,3,162,0.035611
4340,Animal Trainers,Personal Care and Service,21707.533102,25,17,42,96378.61,63495.93,159874.54,3,0.459267,0.483001,15.649196,0.015789,0.009608,0.001191,0,0,9,53,0.100313
4530,"Baggage Porters, Bellhops, and Concierges",Personal Care and Service,34391.410515,47,41,88,279377.09,269390.26,548767.35,3,0.51484,0.539911,100.55795,0.036528,0.028076,0.001879,0,0,9,103,0.242059
4900,"Models, Demonstrators, and Product Promoters",Sales and Related,22619.931599,27,17,44,144902.9,52820.72,197723.62,3,0.486516,0.503326,5.332326,0.027124,0.015454,0.001125,0,0,9,19,0.175001
5230,"Credit Authorizers, Checkers, and Clerks",Office and Administrative Support,58774.777637,14,17,31,48017.24,33458.92,81476.16,3,0.463039,0.485957,11.247897,0.009221,0.011181,0.000812,0,0,9,113,0.056791
5500,Cargo and Freight Agents,Office and Administrative Support,46329.039703,18,10,28,55797.54,31545.06,87342.6,3,0.470282,0.486327,3.531632,0.015859,0.008556,0.000836,0,0,9,12,0.088777
5800,Computer Operators,Office and Administrative Support,45663.52378,49,44,93,216811.25,148728.1,365539.35,3,0.520185,0.545455,105.156512,0.039834,0.035067,0.001956,0,0,9,40,0.265342
6330,"Drywall Installers, Ceiling Tile Installers, and Tapers",Construction,27358.871034,52,67,119,705673.65,556516.01,1262189.66,3,0.53436,0.570953,134.751467,0.04545,0.04762,0.001854,0,0,9,88,0.298877
6720,Hazardous Materials Removal Workers,Construction,39046.903484,23,33,56,124824.45,95396.77,220221.22,3,0.499446,0.524021,34.437431,0.021588,0.021772,0.000964,0,0,7,170,0.125282
7040,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair",44602.216198,43,52,95,183405.89,156668.82,340074.71,3,0.522596,0.552846,76.489136,0.032979,0.036824,0.001603,0,0,6,140,0.219045
7100,"Electrical and electronics repairers, transportation equipment, and industrial and utility","Installation, Maintenance, and Repair",47635.59459,42,37,79,142795.64,142870.3,285665.94,3,0.509605,0.533629,50.646267,0.031263,0.026316,0.001605,0,0,6,67,0.199004
7410,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair",68085.136184,55,54,109,454020.37,309116.64,763137.01,3,0.518987,0.552106,189.57176,0.035008,0.036186,0.002154,0,0,6,109,0.232955
7840,Food Batchmakers,Production,30987.123048,46,60,106,187813.29,166528.91,354342.2,3,0.528103,0.562084,140.358231,0.033204,0.039936,0.001803,0,0,9,147,0.221341
7950,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production,32943.873933,66,77,143,337264.11,356045.31,693309.42,3,0.540767,0.58204,293.184894,0.049465,0.051394,0.002422,0,0,9,167,0.333028
8130,Tool and Die Makers,Production,52874.218543,39,43,82,182198.3,145678.47,327876.77,3,0.488624,0.524021,90.779099,0.022792,0.023489,0.00162,0,0,9,133,0.150563
8320,Sewing Machine Operators,Production,25119.432353,47,52,99,239584.13,152866.86,392450.99,3,0.521387,0.552106,89.474382,0.033628,0.034609,0.001827,0,0,9,158,0.22779
8500,Cabinetmakers and Bench Carpenters,Production,27157.983496,64,69,133,288869.17,270777.73,559646.9,3,0.53436,0.572432,356.593415,0.042772,0.044816,0.002514,0,0,9,29,0.280527
8550,"Woodworkers including model makers and patternmakers, nec",Production,23973.607371,40,35,75,133882.74,80292.33,214175.07,3,0.506173,0.529933,86.948159,0.030175,0.02295,0.001577,0,0,9,150,0.200171
8730,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production,39979.329982,31,20,51,76353.43,48821.55,125174.98,3,0.479787,0.500739,13.623839,0.024795,0.01493,0.001226,0,0,9,125,0.156211
8760,"Medical, Dental, and Ophthalmic Laboratory Technicians",Production,39345.265679,45,46,91,174206.37,122232.13,296438.5,3,0.518391,0.545824,140.832817,0.027091,0.029461,0.001809,0,0,9,110,0.181127
9520,"Dredge, Excavating, and Loading Machine Operators",Transportation and Material Moving,32922.573031,35,42,77,135729.89,105117.07,240846.96,3,0.513667,0.539911,64.790658,0.02701,0.030981,0.001391,0,0,9,81,0.175145
9720,Refuse and Recyclable Material Collectors,Transportation and Material Moving,27377.344564,51,37,88,461002.1,212979.96,673982.06,3,0.510181,0.533999,73.158558,0.039441,0.031456,0.001974,0,0,9,108,0.267433
510,"Buyers and Purchasing Agents, Farm Products",Business Operations Specialists,48934.144843,16,9,25,37749.24,14717.82,52467.06,3,0.426679,0.449372,2.534652,0.011769,0.005762,0.000875,0,0,0,20,0.075924
3910,Private Detectives and Investigators,Protective Service,64748.922076,16,19,35,163494.59,110227.91,273722.5,3,0.479787,0.5,11.307321,0.014329,0.014455,0.000805,0,0,9,40,0.078892
8330,Shoe and Leather Workers and Repairers,Production,24818.714066,20,13,33,50091.3,27413.5,77504.8,3,0.46209,0.482262,19.476823,0.016369,0.008539,0.000927,0,0,9,20,0.099038
3240,"Therapists, nec",Healthcare Practitioners and Technicians,53163.610552,26,17,43,166813.75,99547.42,266361.17,3,0.437439,0.464893,150.478761,0.013666,0.00827,0.001584,0,0,2,154,0.091548
5900,"Office Machine Operators, Except Computer",Office and Administrative Support,30630.220287,35,25,60,86025.46,80953.56,166979.02,3,0.503911,0.521064,21.689193,0.027221,0.021795,0.001423,0,0,9,143,0.180552
1920,Chemical Technicians,"Life, Physical, and Social Science",49866.794811,37,24,61,134965.5,111203.21,246168.71,3,0.492358,0.512565,72.1655,0.027827,0.014699,0.001627,0,0,2,47,0.182594
3150,Occupational Therapists,Healthcare Practitioners and Technicians,67761.11166,9,5,14,35159.02,44738.55,79897.57,3,0.41798,0.438285,40.8116,0.005264,0.001967,0.000746,0,0,2,154,0.029266
2740,Dancers and Choreographers,"Arts, Design, Entertainment, Sports, and Media",41601.981133,7,7,14,31338.98,17899.11,49238.09,3,0.4588,0.47524,0.713691,0.005846,0.004969,0.000549,0,0,5,117,0.029985
3160,Physical Therapists,Healthcare Practitioners and Technicians,68984.957895,10,18,28,138459.88,176794.71,315254.59,3,0.413761,0.443829,131.386408,0.006148,0.006059,0.000868,0,0,2,154,0.022221
6800,"Derrick, rotary drill, and service unit operators, and roustabouts, oil, gas, and mining",Extraction,65092.829867,38,31,69,169589.25,159927.91,329517.16,3,0.503911,0.525499,52.243927,0.029329,0.02454,0.001465,0,0,7,128,0.177919
7110,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair",45819.750984,19,14,33,55449.45,54844.85,110294.3,4,0.458333,0.480414,3.036791,0.012987,0.01105,0.000889,0,0,6,146,0.081752
930,"Tax Examiners and Collectors, and Revenue Agents",Financial Specialists,67259.847613,18,12,30,84086.54,50572,134658.54,3,0.403038,0.428677,21.201091,0.011542,0.005585,0.001107,0,0,0,2,0.071439
1230,Statisticians,Computer and Mathematical,78739.580392,13,6,19,19066.2,23130.71,42196.91,3,0.446977,0.464893,20.924354,0.007103,0.003642,0.000842,0,0,2,126,0.041157
1600,Agricultural and Food Scientists,"Life, Physical, and Social Science",62016.753213,27,15,42,74024.17,67357.63,141381.8,3,0.463515,0.484848,78.930096,0.017994,0.007044,0.001364,0,0,2,121,0.112526
3000,Chiropractors,Healthcare Practitioners and Technicians,83545.907536,14,8,22,175818.93,62486.42,238305.35,3,0.445212,0.464893,42.281461,0.007136,0.005521,0.001811,0,0,2,72,0.05425
3510,Medical Records and Health Information Technicians,Healthcare Practitioners and Technicians,41440.869694,15,10,25,60501.28,43287.84,103789.12,3,0.42189,0.445676,11.001476,0.009075,0.004601,0.000934,0,0,8,72,0.055213
5200,Brokerage Clerks,Office and Administrative Support,36772.003673,5,1,6,8726.93,6262.22,14989.15,4,0.365775,0.378788,0,0.00471,0.000851,0.000472,0,0,9,2,0.021071
5220,"Court, Municipal, and License Clerks",Office and Administrative Support,36230.543172,24,23,47,70759.3,68371.12,139130.42,3,0.481323,0.504065,47.926818,0.014651,0.016125,0.001255,0,0,9,77,0.099122
7320,Home Appliance Repairers,"Installation, Maintenance, and Repair",29855.350458,40,34,74,195975.18,145059.58,341034.76,3,0.501111,0.525868,43.737176,0.030282,0.024795,0.001579,0,0,6,0,0.19149
1200,Actuaries,Computer and Mathematical,148479.571047,4,8,12,39438.87,29556.15,68995.02,3,0.437016,0.457871,6.169492,0.001205,0.004006,0.000587,0,0,2,126,0.010545
1700,Astronomers and Physicists,"Life, Physical, and Social Science",98891.792986,15,13,28,52828.24,49628.79,102457.03,3,0.406306,0.432742,48.381855,0.006809,0.005422,0.001044,0,0,2,23,0.039245
1710,Atmospheric and Space Scientists,"Life, Physical, and Social Science",112089.926867,9,7,16,19620.02,13835.28,33455.3,3,0.394576,0.416112,3.388672,0.003253,0.003238,0.000756,0,0,2,23,0.023213
7430,Precision Instrument and Equipment Repairers,"Installation, Maintenance, and Repair",43716.282668,41,38,79,191194.51,137252.78,328447.29,3,0.502787,0.529933,64.742187,0.029625,0.024164,0.0016,0,0,6,77,0.189942
1910,Biological Technicians,"Life, Physical, and Social Science",46390.492131,20,18,38,77559.5,52255.94,129815.44,3,0.477754,0.497783,34.154852,0.015119,0.011557,0.0011,0,0,2,64,0.097084
7900,Computer Control Programmers and Operators,Production,52208.914176,50,50,100,240958.77,184797.99,425756.76,3,0.519585,0.54952,123.091344,0.03589,0.033133,0.001904,0,0,9,194,0.228888
1450,Materials Engineers,Architecture and Engineering,82901.239229,18,16,34,106246.99,68071.09,174318.08,3,0.447421,0.472653,11.315419,0.013063,0.007873,0.000989,0,0,2,155,0.085735
3110,Physician Assistants,Healthcare Practitioners and Technicians,98977.117187,20,16,36,141085.12,77299.13,218384.25,3,0.426276,0.454176,83.988223,0.011518,0.007215,0.001804,0,0,2,72,0.076881
6100,Fishing and hunting workers,"Farming, Fisheries, and Forestry",21963.400451,32,45,77,147246.61,147069.47,294316.08,3,0.514253,0.542498,99.372293,0.02327,0.029925,0.001298,0,0,9,141,0.143716
8750,Jewelers and Precious Stone and Metal Workers,Production,32369.182381,33,30,63,138412.48,99177.86,237590.34,3,0.489685,0.515152,47.723888,0.024429,0.018533,0.001284,0,0,9,177,0.148952
5530,"Meter Readers, Utilities",Office and Administrative Support,36309.28725,33,20,53,138361.17,87949.42,226310.59,3,0.487041,0.505913,45.264309,0.023147,0.013843,0.001358,0,0,9,81,0.149048
7740,Structural Metal Fabricators and Fitters,Production,42462.667253,37,32,69,126314.76,68338.88,194653.64,3,0.509605,0.529933,48.123748,0.024731,0.024114,0.001442,0,0,9,148,0.158945
3310,Dental Hygienists,Healthcare Practitioners and Technicians,65214.659669,6,4,10,47609,17738.48,65347.48,3,0.38547,0.403917,0.840677,0.003929,0.001788,0.000535,0,0,8,25,0.016131
6700,Elevator Installers and Repairers,Construction,73127.221694,21,19,40,118821.84,84879.28,203701.12,3,0.476744,0.497783,9.543747,0.014471,0.013799,0.000944,0,0,7,162,0.080822
7125,"Electronic Repairs, nec","Installation, Maintenance, and Repair",46456.136121,9,9,18,15668.07,19164.41,34832.48,3,0.431166,0.453437,3.376145,0.005951,0.005694,0.000613,0,0,6,69,0.042876
5320,"Library Assistants, Clerical",Office and Administrative Support,16323.08231,31,31,62,129783.28,70418.65,200201.93,3,0.49506,0.519586,49.558615,0.025359,0.020694,0.001269,0,0,9,60,0.163238
9300,"Sailors and marine oilers, and ship engineers",Transportation and Material Moving,55070.666023,27,23,50,89319.82,69263.79,158583.61,3,0.487568,0.5085,29.056903,0.022654,0.016476,0.001208,0,0,9,141,0.149085
8930,"Paper Goods Machine Setters, Operators, and Tenders",Production,41930.662041,41,27,68,134885.17,103057.62,237942.79,3,0.489685,0.512934,73.096008,0.03001,0.018557,0.001666,0,0,9,158,0.194001
